,id,start_date,end_date,created_on,latitud,longitud,place_l2,place_l3,place_l4,place_l5,place_l6,operation,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_currency,property_title
212426,ODvdBB8SDuyumpDOYetRUw==,2021-03-22,2021-05-02,2021-03-22,-34.599837348,-58.4129757335,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,45.0,38.0,135000.0,USD,Departamento de 2 ambientes en Venta en Almagro
325966,n8waTYWLBps0uBt1Cufi6w==,2021-08-27,2021-12-19,2021-08-27,-34.5904905,-58.4240249,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,47.0,42.0,160000.0,USD,Palermo dos ambientes 2 baños Av.Scalabrini al 1600 Full Amenities
188806,b4XJfA1etluMZj4t2YuPNA==,2021-04-03,2021-05-02,2021-04-03,-34.5954177977,-58.4107318022,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,57.0,57.0,125000.0,USD,Departamento de 3 ambientes en Venta en Palermo
46395,jOjaQ+jbPFGxg7CNpey2xw==,2021-04-21,2021-05-07,2021-04-21,-34.5867097,-58.4190972,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,39.0,35.0,124500.0,USD,Departamento en venta Palermo 2 ambientes
450318,VnekLgd7g41cgNxTDRmUvQ==,2021-12-16,2022-02-09,2021-12-16,-34.5902524,-58.4236001,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,66.0,54.0,230600.0,USD,VENTA DEPARTAMENTO 3 AMBIENTES  PALERMO A ESTRENAR
32077,NM1gr2dnscnsgtgcjiwImg==,2021-05-17,2021-06-05,2021-05-17,-34.6143747,-58.3960013,Capital Federal,Congreso,,,,Venta,Departamento,4.0,3.0,131.0,115.0,240000.0,USD,Venta Departamento  4 amb y dependencia Congreso
149695,+rVvzV5RUJnNxI3+1EXGbw==,2021-05-12,2021-06-05,2021-05-12,-34.5952565,-58.4429353,Capital Federal,Villa Crespo,,,,Venta,Departamento,3.0,2.0,77.0,77.0,160000.0,USD,"Villa Crespo, 3 ambientes frente, muy luminosos, por escalera, bajas expensas, en venta"
356771,Yq2frYoy7nNzCXFUNEuxJQ==,2021-11-18,2022-01-27,2021-11-18,-34.5686501,-58.4580684,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,100.0,88.0,330000.0,USD,Departamento - Belgrano
38263,0LJ5W0euKK4kAvbsncplJg==,2021-07-05,9999-12-31,2021-07-05,-34.5536868078,-58.4582435654,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,55.0,49.0,182000.0,USD,Departamento  3 ambientes con toilette y cochera en Belgrano
455405,U5LlA3xLjTHBkrgfUQ6GzA==,2021-12-16,2022-02-09,2021-12-16,-34.5707986599,-58.4917473793,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,80.0,71.0,37910.0,USD,Venta Depto 3 amb Antic + 36 Cuotas Villa Urquiza
142148,mYH/+zePqFIU6utPWn3XWQ==,2021-03-10,2021-03-16,2021-03-10,-34.595028,-58.388435,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,156.0,156.0,450000.0,USD,"4 AMB C/DEP Y COCHERA- PZA.V.LOPEZ, RECOLETA"
233217,dtTacRl+PUUHLCr82rE3GQ==,2021-03-20,2021-05-15,2021-03-20,-34.565608,-58.459224,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,86.0,78.0,240000.0,USD,3 Ambientes con cochera en Belgrano. Amplia Cocina
58641,IhLSGXwDAkh/tqip30Qjpw==,2021-04-20,2021-06-05,2021-04-20,-34.5784816003,-58.4989597449,Capital Federal,Villa Pueyrredón,,,,Venta,PH,2.0,1.0,60.0,60.0,220000.0,USD,Para inversores: PH en Venta en V. Pueyrredon para Reciclar y ampliar o hacer complejo de viviendas
443778,D/Uyzdf4roBtOUe3blcY1w==,2021-11-09,2022-01-27,2021-11-09,-34.5834061,-58.4236873,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,35.0,31.0,95000.0,USD,Departamento - Palermo
15372,uuxZ3UaLz1JSpn44hC7q1Q==,2021-04-22,2021-04-25,2021-04-22,-34.629424,-58.452252,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,60.0,49.0,149900.0,USD,departamento venta caballito 2 ambientes b terraza
174286,a24d1liUQ4ScaXiqquQ7+w==,2021-05-11,2021-06-05,2021-05-11,-34.5919561,-58.4113128,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,90.0,83.0,195000.0,USD,Departamento - Recoleta
134923,DSy1V3noFzfEynYRz199Vw==,2021-04-06,2021-05-02,2021-04-06,-34.6007276981,-58.4078398844,Capital Federal,Almagro,,,,Venta,Departamento,1.0,,28.0,26.0,55500.0,USD,Departamento de 1 ambiente en Venta en Almagro
365420,wILMAjTYZMqESQJ0GuHt2Q==,2021-04-10,2021-06-05,2021-04-10,,,Capital Federal,Palermo,Palermo Hollywood,,,Venta,Departamento,2.0,1.0,54.0,48.0,185000.0,USD,Espectacular 2 ambientes en complejo La Musa Stars!
323918,y2yUr0OdwiBMagoTyJLkFg==,2021-03-03,2021-06-05,2021-03-03,-34.5805058,-58.4267504,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,44.0,44.0,115000.0,USD,Departamento - Palermo - Distrito Arcos - Pacífico - Muy Luminoso
372855,WmNgV2kuWSbmaxEGGXDMDw==,2021-08-24,2021-09-03,2021-08-24,-34.6037738,-58.4729117,Capital Federal,Paternal,,,,Venta,Departamento,3.0,2.0,92.0,69.0,128000.0,USD,"Venta 3 amb, balcón terraza, parrilla, Paternal"
379966,A+xViFRjO9ZSg2G9F3Rfbw==,2021-05-19,2022-02-09,2021-05-19,-34.5843592,-58.476523,Capital Federal,Parque Chas,,,,Venta,Departamento,1.0,,38.0,35.0,76000.0,USD,MONOAMBIENTE EN PARQUE CHAS CON BALCÓN
419037,0OdsIOY3mt7KWm9gVHYGLA==,2021-10-14,2021-10-17,2021-10-14,-34.5742389,-58.4472503,Capital Federal,Colegiales,,,,Venta,PH,6.0,4.0,304.0,161.0,419000.0,USD,PH Venta Colegiales 6 Ambientes Terraza Piscina
242452,Fh1AToHtxcA7uQnAMP9JFw==,2021-04-01,2021-04-05,2021-04-01,-34.6220593,-58.3783341,Capital Federal,San Telmo,,,,Venta,Departamento,4.0,3.0,270.0,117.0,454000.0,USD,VENTA 4 AMB CON TERRAZA EN SAN TELMO!  AMENITIES
322737,bB1LvGuiy9Yg9ZniVsmf+g==,2021-06-15,2021-06-18,2021-06-15,-34.5982786,-58.4224631,Capital Federal,Almagro,,,,Venta,Departamento,4.0,3.0,89.0,83.0,328000.0,USD,Departamento 4 ambientes en Venta en Almagro
130228,q6ahGMyOokDMNOZZIIGHBQ==,2021-09-11,2021-09-30,2021-09-11,-34.6269219,-58.3869737,Capital Federal,Constitución,,,,Venta,Departamento,1.0,,26.0,20.0,50000.0,USD,Monoambiente en venta en Constitucion a estrenar
430322,wJlg8KReCXnSoPP8+9a5PQ==,2021-12-16,2022-01-27,2021-12-16,-34.598954,-58.3971304,Capital Federal,Barrio Norte,,,,Venta,Departamento,1.0,1.0,35.0,32.0,90000.0,USD,Departamento apto profesional a estrenar - mucha categoria - vigilancia 24 hs
256060,Ino0odWFQtSH1NA8wdPjqw==,2021-11-03,2022-01-27,2021-11-03,-34.6032711,-58.4288062,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,65.0,,85000.0,USD,VENTA DEPARTAMENTO DE 3 AMBIENTES EN ALMAGRO. SUPER REBAJADO!!
458313,WSsK+v3aBro6J1ZZFxadgA==,2021-05-08,2021-06-05,2021-05-08,-34.6185286,-58.370014,Capital Federal,San Telmo,,,,Venta,Departamento,2.0,1.0,41.0,41.0,98000.0,USD,Departamento - San Telmo
17844,xj11sFI/XGfymIy89y9ZPQ==,2021-08-28,2021-09-02,2021-08-28,-34.5628508,-58.4600904,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,51.0,46.0,124900.0,USD,VENTA DPTO 2 AMBIENTES CON BALCON SUBTE BELGRANO
74775,g6cRvk4dZnkz4qdE15FyUA==,2021-01-24,2022-05-27,2021-01-24,-34.6157485539,-58.4095058963,Capital Federal,Boedo,,,,Venta,Departamento,2.0,1.0,53.0,44.0,85000.0,USD,DTO 2 AMBIENTES EN ALQUILER MUY LUMINOSO BAJAS EXPENSAS 
66788,2+wBX53oGuGqG4RqwTjjZg==,2021-11-24,2022-01-27,2021-11-24,-34.5870976,-58.4077495,Capital Federal,Barrio Norte,,,,Venta,Departamento,4.0,3.0,101.0,97.0,255000.0,USD,4 amb con dep al frente RE-RETASADO!!!!!!
204173,ckayKxkrYR+YR01pGMAJuw==,2021-05-10,2021-06-05,2021-05-10,-34.5889447,-58.3993369,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,78.0,78.0,225000.0,USD,Pueyrredón 1900
206614,v/JZtcrtuma0YODLlqJwJg==,2021-03-09,2021-03-10,2021-03-09,-34.5980956,-58.4316599,Capital Federal,Villa Crespo,,,,Venta,Departamento,1.0,,21.0,21.0,63000.0,USD,MONOAMBIENTE VILLA CRESPO
360416,rd4aUtMXNhIN9EGv9NRSVA==,2021-06-11,2021-07-16,2021-06-11,-34.621029,-58.3862293,Capital Federal,Constitución,,,,Venta,Departamento,1.0,1.0,35.0,35.0,54800.0,USD,MONOAMBIENTE 35m² BUEN ESTADO.LISTO PARA MUDARSE 
269046,uQzCVB6otqWqxuY4uu6DRA==,2021-01-19,2021-02-11,2021-01-19,-34.6209044,-58.3776968,Capital Federal,San Telmo,,,,Venta,Departamento,4.0,2.0,74.0,49.0,199000.0,USD,PH - 4 Ambientes con Terraza y Parrilla Propios! - Sin Expensas!
150711,xMbkjPqRKZSJvM9Yp2Qn5w==,2021-03-24,2021-06-05,2021-03-24,-34.6153697,-58.4588925,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,141.0,104.0,310000.0,USD,Departamento - Caballito
357155,DWLR14b0XmAHWCqxbcKdCQ==,2021-06-29,2021-09-29,2021-06-29,-34.6168552,-58.4947201,Capital Federal,Monte Castro,,,,Venta,PH,3.0,2.0,208.0,94.0,158000.0,USD,Excelente Oportunidad - PH - Monte Castro - 3 amb c/dependencia
135245,Aui2WtqqT9Xd4uCnjEXcyw==,2021-04-06,2021-04-15,2021-04-06,,,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,65.0,65.0,185000.0,USD,SANCHEZ DE BUSTAMANTE Y FRENCH - BCON ATERR V/PANOR T/SOL - Recoleta
260848,fi7+0eFOPAGTlcA96QvFWA==,2021-04-14,2021-06-05,2021-04-14,-34.6230546,-58.4379176,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,71.0,67.0,235000.0,USD,Departamento - Caballito
127535,a3yvNAKXBfOxvGZ7rDZFiw==,2021-10-05,2021-12-22,2021-10-05,-34.5637396,-58.4757468,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,50.0,,115000.0,USD,Espectacular 3 ambientes en Villa Urquiza! Piso alto muy luminoso!
170927,ibJcHj/YVkjER5zBypKNsQ==,2021-04-19,2021-06-05,2021-04-19,-34.603077,-58.4285925,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,35.0,,76000.0,USD,Departamento - Almagro
366771,IADuU44jSxU+ZYc3TDwgbg==,2021-04-10,2021-06-05,2021-04-10,-34.6022493,-58.3985346,Capital Federal,Balvanera,,,,Venta,Departamento,4.0,3.0,93.0,90.0,210000.0,USD,Impecable departamento de 4 ambientes todo reciclado y luminoso. Zona facultad de medicina
447337,Ej81ozGkippbVHYWnKy1YQ==,2021-05-22,2021-06-05,2021-05-22,-34.580186,-58.428451,Capital Federal,Palermo,Palermo Hollywood,,,Venta,Departamento,2.0,1.0,55.0,44.0,144697.0,USD,"VENTA - Departamentos de 1, 2 y 3 amb  - Palermo Hollywood"
337290,JmMfldv5Ps1cl0iTU2304A==,2021-04-13,2021-04-13,2021-04-13,,,Capital Federal,Palermo,Palermo Hollywood,,,Venta,Departamento,1.0,1.0,34.0,34.0,93614.0,USD,Departamento - Palermo Hollywood
403187,MEDkb5WEgFEIji06uFdjbA==,2021-09-07,2022-01-27,2021-09-07,-34.6139497,-58.3954598,Capital Federal,Balvanera,,,,Venta,Departamento,4.0,3.0,71.0,53.0,85000.0,USD,Departamento - Balvanera
456327,VHKSV0/O7nTlQ7MOqOzs0Q==,2021-12-16,2022-01-27,2021-12-16,-34.5847856,-58.4920366,Capital Federal,Villa Pueyrredón,,,,Venta,Departamento,1.0,1.0,63.0,36.0,82000.0,USD,Amplio Mono de 63 m2  - Habana 2250 - Villa Pueyrredon
324039,SPkM8IQPhCzJqjXuY5rbAw==,2021-03-03,2021-05-22,2021-03-03,-34.5545188,-58.4915986,Capital Federal,Saavedra,,,,Venta,PH,2.0,1.0,44.0,42.0,87000.0,USD,Departamento dos ambientes tipo PH Saavedra
360511,q5t4rJeLaq1kCRabzQKacg==,2021-06-11,2021-06-19,2021-06-11,-34.5771591839,-58.5076367855,Capital Federal,Villa Pueyrredón,,,,Venta,Departamento,1.0,1.0,41.0,31.0,78900.0,USD,Monoambiente 41mt a estrenar Sept 2021
272793,gf+Z54m62qqwKGFhjPJT6g==,2021-02-21,2021-02-24,2021-02-21,-34.5647822166,-58.4375774861,Capital Federal,Belgrano,,,,Venta,Departamento,5.0,4.0,197.0,169.0,750000.0,USD,"Impecable piso de 5 ambientes venta Boulevard Olleros, vista abierta al río.-"
21571,gOD5pt1Wmx2Ht/GOZF3P5Q==,2021-10-01,2022-03-09,2021-10-01,-34.5993954,-58.5007989,Capital Federal,Villa del Parque,,,,Venta,PH,4.0,3.0,118.0,102.0,205000.0,USD,Excelente PH de 4 Ambientes Entrada Independiente - Centro Comercial de Villa del Parque
142219,+r645rGI73ib+F1PCmmdRw==,2021-03-10,2021-08-06,2021-03-10,-34.6221014,-58.4291418,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,70.0,60.0,165000.0,USD,CABALLITO VENTA 3 AMBIENTES MUY LUMINOSO + BAULERA
266232,CAV8HFNgGogzd5I0WVSaeQ==,2021-09-02,2022-02-09,2021-09-02,-34.5947793,-58.4148147,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,115.0,95.0,250000.0,USD,Venta Departamento 3 ambientes y patio en Palermo
231001,lg9LrBBm1OCF0XGRwQEMBw==,2021-07-27,2022-09-05,2021-07-27,-34.6200649,-58.3881186,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,,32.0,,90000.0,USD,1 ambiente con amenities - Monserrat
204825,sXgrB1AI0JGqy0NUROBw7w==,2021-12-11,9999-12-31,2021-12-11,-34.63393021,-58.37133026,Capital Federal,Barracas,,,,Venta,Departamento,2.0,1.0,82.0,41.0,169000.0,USD,Dpto 2 ambientes de Estilo con Terraza propia - Barracas
204660,w+m+5s19q9a0HSIdwkZtIw==,2021-12-11,2022-01-27,2021-12-11,-34.5594512687,-58.4620978482,Capital Federal,Nuñez,,,,Venta,Departamento,3.0,2.0,53.0,53.0,140000.0,USD,Departamento 3 Ambientes - Nuñez
142451,OX9Muelo/9TiLl6ia8y5NA==,2021-03-10,2021-06-05,2021-03-10,-34.6290431,-58.4034082,Capital Federal,Parque Patricios,,,,Venta,Departamento,3.0,2.0,63.0,53.0,110000.0,USD,Departamento 3 ambientes en excelente estado con balcón corrido San Cristóbal
117863,q7OKzm6BVSh6GsQay9/Htg==,2021-08-18,2021-08-23,2021-08-18,-34.6288267,-58.4490403,Capital Federal,Caballito,,,,Venta,Departamento,4.0,3.0,118.0,104.0,320000.0,USD,Depto. en Venta 4 Ambientes Caballito con Cochera 
308232,bX4Xip+viQxoYAUgYyLOaQ==,2021-04-28,2021-05-01,2021-04-28,-34.562816,-58.482224,Capital Federal,Villa Urquiza,,,,Venta,PH,3.0,2.0,102.0,73.0,214990.0,USD,VENTA PH TRES AMBIENTES CON TERRAZA EN URQUIZA
185071,bPSg2hQ/1M8dN9D8lYushQ==,2021-06-06,2021-07-05,2021-06-06,-34.580008,-58.4095192,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,71.0,60.0,265000.0,USD,Departamento - Palermo Chico
256166,YxO0zi3Ywt4SVNVJy0LICw==,2021-11-03,2022-01-27,2021-11-03,-34.5778562,-58.4240292,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,104.0,93.0,190000.0,USD,1 - Beruti 4500
186429,Kr74Vo8kqDJCVM3KeoOknQ==,2021-08-07,2021-08-08,2021-08-07,-34.5701444,-58.4838385,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,75.0,65.0,160000.0,USD,Semipiso 3 ambientes en Villa Urquiza
302989,AuMdubT+OVKlyxnI9mQhGg==,2021-08-26,2021-11-04,2021-08-26,-34.6027605,-58.4620231,Capital Federal,Paternal,,,,Venta,Departamento,3.0,2.0,70.0,60.0,148200.0,USD,Departamento - Paternal
93280,r4CC51KEO3xufBLpZcbEDg==,2021-08-03,2021-08-08,2021-08-03,-34.6227423676,-58.3933793322,Capital Federal,San Cristobal,,,,Venta,Departamento,2.0,1.0,33.0,33.0,62000.0,USD,VENTA DEPARTAMENTO DOS AMBIENTES SAN CRISTOBAL
318261,wM1c7k7pOLNLZfbnNJLgdQ==,2021-03-17,2021-06-05,2021-03-17,-34.5850084,-58.4721569,Capital Federal,Villa Ortuzar,,,,Venta,PH,2.0,1.0,,27.0,72900.0,USD,PH - Villa Ortuzar
395073,OH+paTnKu2eFvWVtvJHijQ==,2021-02-13,2021-03-01,2021-02-13,-34.600362135,-58.5173034668,Capital Federal,Villa Devoto,,,,Venta,Casa,6.0,4.0,132.0,213.0,430000.0,USD,VENTA CASA  6 AMBIENTES COCHERA 2 VILLA DEVOTO 
147810,MoyvFpp3ujNAaH/fpboJVg==,2021-08-19,2021-08-27,2021-08-19,-34.629469,-58.452123,Capital Federal,Caballito,,,,Venta,Departamento,1.0,,40.0,33.0,105000.0,USD,departamento venta caballito monoambiente terraza
236806,xQV/sf0brrFdcCzE1o0sTQ==,2021-01-20,2021-06-05,2021-01-20,-34.5876596,-58.3857784,Capital Federal,Barrio Norte,,,,Venta,Departamento,3.0,2.0,96.0,87.0,355000.0,USD,Departamento - Recoleta
265095,YA3kzwVoLBcMKhJGpSQ/Fg==,2021-11-19,2022-01-27,2021-11-19,-34.5739051,-58.4338779,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,53.0,44.0,115000.0,USD,Departamento - Las Cañitas
400182,y/E9UmSkeCO3YL9w8sxTgw==,2021-02-13,2021-03-01,2021-02-13,-34.6616335,-58.4684678,Capital Federal,Parque Avellaneda,,,,Venta,Departamento,3.0,2.0,60.0,56.0,75000.0,USD,"3 AMBIENTES EN VENTA, PARQUE AVELLANEDA CON BALCON"
246808,JP+kapJpz/VD1Qj82yYH1A==,2021-10-08,2021-12-29,2021-10-08,-34.5901696,-58.3851304,Capital Federal,Recoleta,,,,Venta,Departamento,7.0,5.0,335.0,310.0,850000.0,USD,RETASADO!!! Increíble Semi Piso en Av Alvear y Parera! 2 cocheras
123440,HlYANgFcplBW3SUP3PsoGA==,2021-08-04,2021-09-22,2021-08-04,-34.5623141181,-58.442223929,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,136.0,128.0,400000.0,USD,Departamento - Belgrano
252573,JugSB4x33GikAaoPBokbcg==,2021-06-18,2021-07-17,2021-06-18,-34.5797264,-58.4293644,Capital Federal,Palermo,,,,Venta,Departamento,1.0,1.0,34.0,30.0,71400.0,USD,Venta ESTUDIO - Palermo Hollywood
165303,x5NzJZGr4z0zhzvoyHxIyg==,2021-01-21,2021-01-28,2021-01-21,-34.6096844,-58.4436152,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,56.0,46.0,160000.0,USD,Departamento - Caballito
105282,PTfTUID9djiRrztPDu4SKw==,2021-09-10,2021-10-08,2021-09-10,-34.6454035,-58.3812839,Capital Federal,Barracas,,,,Venta,Departamento,2.0,1.0,45.0,42.0,65000.0,USD,Departamento - Barracas
86074,JHbhm8JvwS/maU3ZJuZ3QA==,2021-03-26,2021-03-30,2021-03-26,-34.6012496,-58.3980545,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,43.0,32.0,120000.0,USD,Departamento - Barrio Norte
397530,oEZetOsMeUdGRXSrjRkLfA==,2021-02-13,2021-03-01,2021-02-13,-34.5920707,-58.4130783,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,48.0,48.0,129000.0,USD,DEPARTAMENTO EN VENTA EN PALERMO TRES AMBIENTES
399914,4L74ownJyFj8meopomrmfA==,2021-02-13,2021-03-01,2021-02-13,-34.581903,-58.467307,Capital Federal,Villa Urquiza,,,,Venta,Departamento,1.0,,40.0,40.0,88300.0,USD,VENTA DTO 2 AMB / MONOAMB DIVISI A ESTRE V URQUIZA
138957,zDUCMLFUifoLFeCQtvf6uw==,2021-07-15,2021-09-24,2021-07-15,-34.6004987056,-58.4026528926,Capital Federal,Once,,,,Venta,Departamento,4.0,3.0,189.0,139.0,299000.0,USD,Retasado! U$S 299.000 - 4 amb (193 mts2) - A refaccionar - Larrea 700
141072,D9Lj//RiIq68LSaPxAN1VQ==,2021-03-10,2021-04-25,2021-03-10,-34.5987748448,-58.4148216263,Capital Federal,Almagro,,,,Venta,PH,3.0,2.0,96.0,82.0,169999.0,USD,Venta PH 3 ambientes con patio Almagro
101171,KVM0HQY4fqpddtcRu8Lg6w==,2021-04-07,2021-04-09,2021-04-07,-34.570723,-58.495989,Capital Federal,Villa Urquiza,,,,Venta,Departamento,2.0,1.0,45.0,39.0,94999.0,USD,PH PORTEÑO - 2 amb con balcon terraza - bajas exp.
442034,e+Sei9VVnlqwapBHdLm9ZA==,2021-05-07,2021-06-18,2021-05-07,-34.5839534,-58.4378331,Capital Federal,Palermo,,,,Venta,Departamento,5.0,3.0,88.0,80.0,184900.0,USD,Venta Dpto 5 amb Palermo Hollywood
126035,BEm986tvBUuZc/QhDQlfkw==,2021-10-05,2022-03-09,2021-10-05,-34.5816812,-58.4267726,Capital Federal,Palermo,Palermo Hollywood,,,Venta,Departamento,4.0,3.0,,150.0,507500.0,USD,Departamento - Palermo Hollywood
398496,3IrKpRHQo+1fUKcExLQlEA==,2021-02-13,2021-06-15,2021-02-13,-34.5968985,-58.4135667,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,,30.0,30.0,52000.0,USD,Venta monoambiente Recoleta
206443,HwjvTwo9/ycHMBUdYfsbmw==,2021-03-09,2021-03-14,2021-03-09,-34.6011117,-58.3998172,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,50.0,42.0,127000.0,USD,Alucinante Departamento 2 ambientes a Estrenar sobre la Calle Viamonte
64474,cY2wgOlIZ2hfqDhI99DocA==,2021-10-03,2021-10-06,2021-10-03,-34.6280112,-58.4351927,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,99.0,76.0,280600.0,USD,Venta departamento de 3 ambientes. Balcón terraza. Full amenities. Caballito. Seguridad 24hrs.
194442,07MUDlXPC8Ux3CPJKfgVYg==,2021-11-02,2021-11-19,2021-11-02,-34.5979594,-58.389629,Capital Federal,Barrio Norte,,,,Venta,Departamento,3.0,2.0,117.0,117.0,295000.0,USD,1 - Montevideo 900
388448,/899CVHJVCANJ6APUnFTeQ==,2021-10-12,2022-04-03,2021-10-12,-34.6520249,-58.5252705,Capital Federal,Liniers,,,,Venta,Departamento,1.0,,34.0,30.0,49000.0,USD,Monoambiente s/expensas - Onesimo Leguizamon 7400
147974,YjSa7Tn6WeBSRDjpL4PsAw==,2021-08-19,2022-02-09,2021-08-19,-34.6090822,-58.3871615,Capital Federal,San Nicolás,,,,Venta,Departamento,2.0,1.0,40.0,38.0,79000.0,USD,Venta Hermoso y Luminoso Depto CABA
277168,epAguxWub+OvbXu7EcVndA==,2021-12-23,2022-02-09,2021-12-23,-34.600695,-58.4176708,Capital Federal,Almagro,,,,Venta,Departamento,3.0,2.0,49.0,49.0,89000.0,USD,"VENTA departamento tipo PH 3 amb en ""ALMAGRO"""
160046,fP2F6nWe2HTUc+1YSzxG/w==,2021-07-14,2021-08-18,2021-07-14,-34.6365351,-58.4820429,Capital Federal,Floresta,,,,Venta,PH,4.0,3.0,115.0,75.0,132000.0,USD,Venta PH 4 amb Floresta Luminoso Balcón Terraza  
361846,e/WgIhB0G2plpps14Ht06w==,2021-01-16,2021-04-22,2021-01-16,-34.5783119,-58.411152,Capital Federal,Palermo,Palermo Chico,,,Venta,Departamento,3.0,2.0,,88.0,527374.0,USD,Departamento en Palermo Chico
263068,7wTkRnoz+Z97a0RieQnBSg==,2021-02-26,2021-03-20,2021-02-26,-34.5607593,-58.4729571,Capital Federal,Coghlan,,,,Venta,Casa,3.0,2.0,142.0,142.0,222000.0,USD,Venta Casa chorizo Coghlan congreso y superi 
149948,x5SSn89eEDIQE2CvbJCC/w==,2021-03-24,2021-05-01,2021-03-24,-34.6226315776,-58.4409785271,Capital Federal,Caballito,,,,Venta,PH,4.0,3.0,95.0,95.0,165000.0,USD,PH 4 AMB CABALLITO
436423,RTZz5g4bB8WJ/IZZyGsjQA==,2021-08-25,2022-01-12,2021-08-25,-34.6082205,-58.3967294,Capital Federal,Balvanera,,,,Venta,Departamento,1.0,,35.0,35.0,59900.0,USD,Departamento - Balvanera
297314,W//zm5gVoELFryWpOl4jcw==,2021-06-12,2022-07-03,2021-06-12,-34.5558786,-58.4742861,Capital Federal,Saavedra,,,,Venta,PH,3.0,2.0,92.0,80.0,197000.0,USD,PH 3 ambientes y medio - Saavedra
254217,DAolMFQy74usElCHX8tHXg==,2021-08-20,2021-09-02,2021-08-20,-34.5694782,-58.435869,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,72.0,69.0,148000.0,USD,VENTA CAÑITAS DEPTO 3 AMB + DEP BALCON BAJAS EXP
406632,/gLxYel8o5zHieHUsanrsg==,2021-01-07,2021-06-02,2021-01-07,-34.6106337,-58.3976648,Capital Federal,Balvanera,,,,Venta,Departamento,3.0,2.0,71.0,64.0,125000.0,USD,VENTA DEPARTAMENTO CONGRESO 3 AMBIENTES BALCON FRENTE
190603,n6eGBfT4KJ58M8YjzN0P6g==,2021-10-09,2021-10-16,2021-10-09,-34.5944502625,-58.4132815875,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,2.0,65.0,61.0,137500.0,USD,EXCELENTE DEPTO LUMINOSO AL FRENTE C/BALCON  APTO PROFESIONAL
448235,/fwcg+gisFuSxFW+LvHVRg==,2021-12-16,2022-02-09,2021-12-16,-34.6278111,-58.3600718,Capital Federal,Boca,,,,Venta,Departamento,2.0,1.0,46.0,40.0,89000.0,USD,VENTA DEPTO 2 AMB LA BOCA PUERTO PAMPA C/ BALCON 
96988,AfBI5u5Dx6G7PejhGBK+rQ==,2021-10-04,2022-01-27,2021-10-04,-34.6033849,-58.4086051,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,63.0,63.0,125000.0,USD,2 amb. - 63 mts. - cochera incluida - Piscina - Sum -Parrilla - Laundry
116318,5QHW+rGyoMma2X9C4X8j1A==,2021-11-12,2022-04-02,2021-11-12,-34.5905684,-58.384887,Capital Federal,Recoleta,,,,Venta,Departamento,6.0,4.0,313.0,243.0,1050000.0,USD,Venta Departamento Recoleta semipiso sobre Alvear 313m2 - 4 dormit. 2 coch
73741,zcAIcDodxMj4YTWYpziYnA==,2021-12-06,2022-01-27,2021-12-06,-34.5787346,-58.4740778,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,83.0,50.0,135000.0,USD,Semipiso 3 amb. con terraza propia en Villa Urquiza
