,id,start_date,end_date,created_on,latitud,longitud,place_l2,place_l3,place_l4,place_l5,place_l6,operation,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_currency,property_title
341389,c+kZXwFMJL6n9iAembCZ8Q==,2021-09-28,2021-11-12,2021-09-28,-34.6300395,-58.452251,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,41.0,39.0,86000.0,USD,Departamento - Flores
350937,a9oyNHfEOFZpg16T/b81EQ==,2021-04-16,2021-06-05,2021-04-16,-34.6228974732,-58.4071355153,Capital Federal,San Cristobal,,,,Venta,PH,3.0,2.0,126.0,83.0,118000.0,USD,"P.H. de 3 y ½ Ambientes ***TERRAZA de 4,30x10 con Parrilla***"
199395,3ZEjbMPXGP4vMVpgTro7fA==,2021-12-24,2022-02-09,2021-12-24,-34.6171952,-58.426879,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,65.0,55.0,135000.0,USD,OPORTUNIDAD 3 AMB CABALLITO A ESTRENAR
62263,eTdzn2wjnpskigoibcCrjQ==,2021-05-01,2021-08-03,2021-05-01,-34.6166842,-58.4115653,Capital Federal,Balvanera,,,,Venta,Departamento,2.0,1.0,50.0,45.0,89900.0,USD,VENTA DEPARTAMENTO 2 AMBIENTES C/BALCÓN BALVANERA
114674,4OnqUclJr1ySdEIsUKmwnA==,2021-12-07,2022-01-27,2021-12-07,-34.6068968,-58.4172052,Capital Federal,Almagro,,,,Venta,PH,4.0,3.0,140.0,110.0,185000.0,USD,PH 4 AMBIENTES - ALMAGRO
207297,RVWaTamMch+by9TH3OJQHg==,2021-04-02,2021-04-15,2021-04-02,-34.5960693,-58.4016485,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,150.0,,340000.0,USD,Departamento - Recoleta
231183,A2R631cMtdZvpmu8GEfajQ==,2021-07-27,2021-12-09,2021-07-27,-34.5689282,-58.5042012,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,67.0,62.0,140000.0,USD,Departamento - Villa Urquiza
77898,busUuw/axB0evhSuizgtcw==,2021-12-31,2022-02-09,2021-12-31,-34.5965242,-58.3917138,Capital Federal,Barrio Norte,,,,Venta,Departamento,3.0,2.0,57.0,54.0,129000.0,USD,VENTA DEPARTAMENTO de 3 AMBIENTES en BARRIO NORTE
267976,HrV4cY9lZHLagkcDkqzHNw==,2021-07-09,2021-07-13,2021-07-09,-34.5788986,-58.4122495,Capital Federal,Palermo,Palermo Chico,,,Venta,Departamento,1.0,,22.0,22.0,94000.0,USD,MONOAMBIENTE A ESTRENAR BOULEVARD CERVIÑO 3800
409639,6GxVQ9zrqzSvFwlX2n4jyA==,2021-03-19,2021-06-05,2021-03-19,-34.5920672369,-58.3853669429,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,,118.0,395000.0,USD,QUINTANA Y PARERA
179925,OzCnWPTWrXGUMBBT1eIn5g==,2021-02-02,2021-02-20,2021-02-02,-34.5576535,-58.4471087,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,127.0,127.0,560000.0,USD,Departamento en venta 3 ambientes c/ dependencia y cochera  Av. del Libertador 5900 Belgrano
24576,e5nyx3ebd4umQS2kxm+cDw==,2021-05-03,2021-06-05,2021-05-03,-34.5888207,-58.4030585,Capital Federal,Recoleta,,,,Venta,Departamento,2.0,1.0,47.0,45.0,180000.0,USD,Departamento - Recoleta
428595,RhEl/KU+aXnWYLBqAivLqQ==,2021-12-16,2022-01-13,2021-12-16,-34.6161147,-58.4249823,Capital Federal,Caballito,,,,Venta,PH,3.0,2.0,65.0,50.0,129500.0,USD,PH MODERNO 2 dormitorios patio parrilla lavadero
205112,i98YwaXaz7pNNyWEwABszg==,2021-12-11,2022-01-22,2021-12-11,-34.61016846,-58.51470566,Capital Federal,Villa Devoto,,,,Venta,Departamento,4.0,3.0,183.0,107.0,439000.0,USD,Departamento 4 amb distribuidos en 3 niveles en Villa Devoto
99298,yoyiFtscrvmg29RAdZJMXg==,2021-02-19,2021-06-26,2021-02-19,-34.6051306,-58.4567168,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,107.0,86.0,179000.0,USD,DEPARTAMENTO DE 3 AMBIENTES ESCRITORIO CABALLITO
233390,z/AAPAIXZ0+Wkigo85zEIw==,2021-03-20,2021-04-25,2021-03-20,-34.5544984,-58.4833203,Capital Federal,Saavedra,,,,Venta,Departamento,1.0,1.0,44.0,37.0,87000.0,USD,MONOAMBIENTE DIVISIBL ESTRENAR SAAVEDRA B/EXPENSAS
424782,f9RHoagWi7DncHF3poiUBQ==,2021-12-16,2022-02-09,2021-12-16,-34.6233034,-58.4681494,Capital Federal,Flores,,,,Venta,PH,2.0,1.0,57.0,52.0,85000.0,USD,Imperdible PH muy luminoso en 2 plantas APTO PROF
94529,NGUeFVyekwDfzgOXENu1wQ==,2021-09-24,2022-03-09,2021-09-24,-34.5658896,-58.4440229,Capital Federal,Belgrano,,,,Venta,Departamento,5.0,4.0,279.0,245.0,1000000.0,USD,VENTA - 4 AMB. DOS COCHERAS - DEP. SERV.  - BELGRANO - ARRIBEÑOS al 1300
42300,3E8uBIKRLXivEPjHXekmqQ==,2021-08-29,9999-12-31,2021-08-29,-34.6044372,-58.458551,Capital Federal,Caballito,,,,Venta,Departamento,4.0,3.0,77.0,73.0,140000.0,USD,"4 ambientes con balcón a la calle en Av. San Martín y J. B .Justo, Villa Crespo"
254415,R81jKoFKX/vCQdgAAoTPdA==,2021-08-20,2022-07-17,2021-08-20,-34.568731,-58.4437348,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,58.0,56.0,139000.0,USD,"VENTA Departamento 3 AMBIENTES en Belgrano, Capital Federal (1996.)"
335873,RbM9EITdnzh/NmiSM2zH6A==,2021-07-21,9999-12-31,2021-07-21,-34.54307,-58.4625859,Capital Federal,Nuñez,,,,Venta,Departamento,4.0,3.0,161.0,134.0,595000.0,USD,Categoría y diseño: 2 años: balcon aterr y 2 cocheras
306157,4pm9uhnUNMs6vVJXU1tgBA==,2021-03-04,2021-03-08,2021-03-04,-34.5979319874,-58.4284402026,Capital Federal,Palermo,,,,Venta,Departamento,5.0,4.0,110.0,103.0,389000.0,USD,OPORTUNIDAD!!! RETASADO!!!!! HERMOSO DEPARTAMENTO EN VILLA CRESPO 4 DORMITORIOS COCHERA BAULERA AMENITIES!!!
149628,DrSi9Hw1T5RB2AWfZxmR3Q==,2021-05-12,2021-05-19,2021-05-12,-34.5905613,-58.4750224,Capital Federal,Parque Chas,,,,Venta,Departamento,1.0,1.0,30.0,26.0,47280.0,USD,VENTA MONOAMBIENTE AGRONOMIA - DPTO. POZO
87987,fVahMa3U8tvgrlNNN3J0AQ==,2021-11-11,9999-12-31,2021-11-11,-34.5904585,-58.3876426,Capital Federal,Recoleta,,,,Venta,Departamento,5.0,3.0,217.0,198.0,790000.0,USD,Excelente departamento 5 ambientes  - Recoleta
145978,yg3mpN5EA+UuDh6qiBlBeQ==,2021-08-30,2022-01-27,2021-08-30,-34.614052,-58.3772887,Capital Federal,San Telmo,,,,Venta,Departamento,2.0,1.0,34.0,34.0,55000.0,USD,Departamento - San Telmo
213232,TTFunXkYvjFDT4SCZJbMNA==,2021-06-03,2021-06-05,2021-06-03,-34.6041592878,-58.4941714106,Capital Federal,Villa del Parque,,,,Venta,PH,4.0,3.0,105.0,80.0,175000.0,USD,PH 4 Amb con 2 Patios en la mejor zona de Villa del Parque
300002,JEj4NRNwddGM4jqP+0nh2g==,2021-01-18,2021-06-07,2021-01-18,-34.5902753342,-58.4391047371,Capital Federal,Villa Crespo,,,,Venta,Departamento,3.0,2.0,130.0,90.0,260000.0,USD,"Venta Duplex 3 Amb c/Terraza, Parrilla, Cochera - 130Mts en el limite Villa Crespo/Palermo"
361699,WLMJ2VA9BiZ8+my1Wmg8gQ==,2021-01-16,2021-05-05,2021-01-16,-34.5782768,-58.3993373,Capital Federal,Palermo,Palermo Chico,,,Venta,Casa,6.0,3.0,,308.0,1750000.0,USD,Casa en Palermo Chico
427162,c1orFqtCSnIQStjepZqB7A==,2021-12-16,2022-02-09,2021-12-16,-34.5621966,-58.4731918,Capital Federal,Belgrano,,,,Venta,PH,4.0,3.0,163.0,140.0,290000.0,USD,VENTA PH BELGRANO 4 AMB COCHERA PATIO TERRAZA  
370193,CzB8RnOtIIw1KgynI0Dgow==,2021-11-08,9999-12-31,2021-11-08,-34.5536258,-58.459543,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,44.0,40.0,110000.0,USD,VENTA DEPARTAMENTO - 2 AMB - 1 DORM -  AMENITIES -  PISCINA - SUM - LOUNDRY - BALCON - BELGRANO
431990,omJIoGRHH+TFtoYsqozXcw==,2021-12-16,2022-03-25,2021-12-16,-34.6347673,-58.4390735,Capital Federal,Parque Chacabuco,,,,Venta,Departamento,2.0,1.0,43.0,39.0,77000.0,USD,VENTA DPTO 2 AMB MUY LUMINOSO EN PARQUE CHACABUCO
387256,51pCmiSIo7KnKGIONV8iVQ==,2021-03-30,2021-05-20,2021-03-30,-34.6338898,-58.418404,Capital Federal,Boedo,,,,Venta,Casa,5.0,3.0,245.0,245.0,284000.0,USD,Venta casa 5 ambientes en Boedo
346203,FeIvK0FeTF0r6CUFWNdXJQ==,2021-01-29,2021-12-09,2021-01-29,-34.5897541,-58.4028114,Capital Federal,Recoleta,,,,Venta,Departamento,1.0,,,30.0,140000.0,USD,Monoambiente con balcón con Amenities - Recoleta
450301,b62iOxtbiyfKBSTuJcqBVQ==,2021-12-16,2022-03-25,2021-12-16,-34.582636,-58.421523,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,36.0,36.0,84000.0,USD,DEPARTAMENTO 2 AMBIENTES EN PALERMO TODO LUZ
211700,pSVy4z8XQCQ4UnajNwUhkA==,2021-03-22,2021-06-05,2021-03-22,-34.6194531,-58.4420841,Capital Federal,Caballito,,,,Venta,PH,9.0,,360.0,,486000.0,USD,PH - Caballito
183774,vejbooZ8uj7/f7h5raK7kw==,2021-04-18,2021-04-19,2021-04-18,-34.5657304,-58.4375732,Capital Federal,Palermo,,,,Venta,Departamento,2.0,1.0,46.0,43.0,120000.0,USD,HERMOSO DEPARTAMENTO 2 AMBIENTES EN LAS CAÑITAS
426023,4sOh4yKdxiorPM6TmRYU1g==,2021-12-16,2022-02-09,2021-12-16,-34.5854418591,-58.4207010269,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,61.0,61.0,149000.0,USD,MONOAMBIENTE PISO OFICINA O LOFT PALERMO
290836,mHwq77BxYUnhzPGYWdclJw==,2021-10-20,2022-01-27,2021-10-20,-34.6133490264,-58.4410773449,Capital Federal,Caballito,,,,Venta,Departamento,2.0,1.0,65.0,44.0,130000.0,USD,Venta departamento 2 ambientes con cochera
57271,/LI+Qpl40TFw6ti20+gVbg==,2021-04-20,2021-06-05,2021-04-20,-34.6321034,-58.4569145,Capital Federal,Flores,,,,Venta,Departamento,1.0,1.0,28.0,24.0,50000.0,USD,VENTA MONOAMBIENTE BALCON A ESTRENAR FULL AMENITIES FLORES
391140,8UKo3iLh21PF53g6SlKCYA==,2021-04-12,2021-06-05,2021-04-12,-34.5629043,-58.4643155,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,54.0,40.0,109000.0,USD,"VENTA 2 Ambientes con patio, balcón y baulera - BELGRANO"
354667,2rQs+nJIrI/9OEPAVXmUEQ==,2021-03-31,2021-04-15,2021-03-31,-34.6471506,-58.4988351,Capital Federal,Mataderos,,,,Venta,PH,3.0,2.0,63.0,45.0,89000.0,USD,Miralla al 900 PH 3 ambientes con patio y terraza
6610,nKPH4BjZ+CZjFL3z2t2dAw==,2021-02-09,9999-12-31,2021-02-09,-34.6431859,-58.4239137,Capital Federal,Boedo,,,,Venta,PH,5.0,4.0,250.0,230.0,240000.0,USD,PH AL FRENTE CON ENTRADA INDEPENDIENTE ES MUY BUEN ESTADO
34464,+vR8zK87IM3sktBv5XC5bw==,2021-02-08,2021-06-28,2021-02-08,-34.598096,-58.394741,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,156.0,150.0,415000.0,USD,Venta Depto 4 ambientes c/ dependencia en Recoleta
145703,IlQ6l1sVmJJUP4x8fq5aYg==,2021-08-30,2022-05-14,2021-08-30,-34.583196,-58.4129881,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,97.0,85.0,240000.0,USD,"Excepcional balcón! Disponibilidad inmediata, no requiere reubicación"
211204,zyG9w3rgJMD/T8RjsMk1cQ==,2021-11-16,2022-01-27,2021-11-16,-34.6180823,-58.4297979,Capital Federal,Caballito,,,,Venta,Departamento,1.0,,46.0,36.0,98000.0,USD,Monoambiente divisible. Apto Profesional - Caballito
431309,dPmfIVik+1RD9PEQ/ekd8A==,2021-12-16,2022-02-09,2021-12-16,-34.5672206514,-58.4963607788,Capital Federal,Villa Urquiza,,,,Venta,PH,2.0,1.0,50.0,41.0,146000.0,USD,VENTA Dpto/PH 2 Amb al Fte con balcón aterrazado !
158130,h8mO8qRVzpjZ0wHU2iNoOg==,2021-05-26,2021-06-05,2021-05-26,-34.6288839,-58.4532276,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,82.0,76.0,364800.0,USD,Departamento - Caballito
383561,cfsG9PgeOqSgPHOydexdqw==,2021-04-27,2021-05-19,2021-04-27,-34.5994224789,-58.4949582551,Capital Federal,Villa del Parque,,,,Venta,Departamento,4.0,3.0,108.0,94.0,281000.0,USD,SEMIPISO 4 AMBIENTES BALCÓN VILLA DEL PARQUE 
382202,8kBctAv50Q3YlhhIhGMTsQ==,2021-04-27,2021-05-01,2021-04-27,-34.62949,-58.468765,Capital Federal,Flores,,,,Venta,Departamento,1.0,,24.0,20.0,60000.0,USD,VENTA A ESTRENAR FLORES MONOAMBIENTE 24 M2.
100681,deiCU2GREz0DIqkhXDHskA==,2021-04-07,2021-08-03,2021-04-07,-34.6019988455,-58.4003591537,Capital Federal,Once,,,,Venta,Departamento,1.0,,27.0,27.0,45000.0,USD,VENTA MONOAMBIENTE APTO PROFESIONAL EN ONCE
230973,tGn4O77Ay9u9plPKoa/Kkw==,2021-07-27,2022-03-25,2021-07-27,-34.6288127,-58.4405891,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,50.0,45.0,90000.0,USD,DEPARTAMENTO 3 AMB VENTA CABALLITO - BALCÓN FRENTE
70119,xghXHX0fOkt93cDdp5BIWw==,2021-09-23,2022-03-09,2021-09-23,-34.5927876,-58.3979632,Capital Federal,Recoleta,,,,Venta,Departamento,6.0,3.0,,123.0,340000.0,USD,Departamento - Recoleta
100889,OgIW1zzHCAv/ZGEAxnDmCw==,2021-04-07,2021-04-25,2021-04-07,-34.6282106,-58.3711477,Capital Federal,Barracas,,,,Venta,Departamento,3.0,2.0,80.0,70.0,137000.0,USD,3 ambs con balcón aterrazado en Parque Lezama
236620,gBnTAguOI1R7Ezw22cU9WA==,2021-01-20,2021-06-05,2021-01-20,-34.6208986,-58.4560195,Capital Federal,Caballito,,,,Venta,Departamento,1.0,,42.0,42.0,72000.0,USD,10 AÑOS 42 M2 TOT V/PANOR T/SOL - DONATO ALVAREZ Y AVELLANEDA - Caballito
168569,aCvt5FVI2hm/Oryh/3Kj4g==,2021-04-30,2021-06-05,2021-04-30,-34.6274347,-58.4084538,Capital Federal,San Cristobal,,,,Venta,Departamento,3.0,2.0,91.0,82.0,129000.0,USD,"Departamento 3 ambientes, Luminoso, Ventilado, Bajas Expensas!!!"
378172,bzYaf0YlrSzh9LsgU9BbjQ==,2021-03-16,2021-06-05,2021-03-16,-34.596417,-58.4043107,Capital Federal,Barrio Norte,,,,Venta,Departamento,4.0,3.0,127.0,120.0,310000.0,USD,Departamento - Barrio Norte
230844,6dt0EPhia2KcuvpYxWWwpg==,2021-07-27,2021-11-03,2021-07-27,-34.5698508,-58.4785041,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,50.0,45.0,130000.0,USD,DEPTO 2 AMBIENTES EN BELGRANO
240814,EIxokfWY9C7PQS534Ik46g==,2021-12-10,2021-12-16,2021-12-10,-34.5462891845,-58.4581999963,Capital Federal,Nuñez,,,,Venta,Departamento,2.0,1.0,46.0,44.0,159900.0,USD,VENTA- DEPARTAMENTO- 2 AMBIENTES- NÚÑEZ- BAÑO Y TOILETTE- COCHERA-
115117,0TKGiCKaZ1+JZSW0v/nygA==,2021-12-07,2022-01-27,2021-12-07,-34.5910568,-58.4026426,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,130.0,120.0,395000.0,USD,VENTA DEPARTAMENTO RECOLETA 4 AMBIENTES COCHERA CON DEPENDENCIA BALCON BAULERA
288747,QItuzkvXIEdv17feKSTmBQ==,2021-02-25,2021-03-01,2021-02-25,-34.6365057,-58.421849,Capital Federal,Boedo,,,,Venta,Departamento,4.0,3.0,187.0,109.0,259648.0,USD,Boedo Depto tipo loft terraza en Obra  4 ambientes
392443,IaZtG8u51R25S0H4Yp6GMg==,2021-10-28,2021-11-08,2021-10-28,-34.6037091913,-58.4131186343,Capital Federal,Almagro,,,,Venta,Departamento,2.0,1.0,47.0,41.0,144900.0,USD,EXCELENTE  2 AMBIENTES  MODERNO C/ COCHERA AL CONTRAFRENTE
371215,P0eq8HM4lT5vZzEmC+GMUA==,2021-04-24,2021-06-05,2021-04-24,-34.5931591,-58.3989759,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,148.0,148.0,430000.0,USD,Tres dormitorios con cochera.
402889,YPYy7ce6qT3g4N7Ks9J5Jw==,2021-09-07,2021-09-30,2021-09-07,-34.573855,-58.4219,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,115.0,100.0,455000.0,USD,VENTA DEPTO PALERMO CHICO 3 AMB DEP COCH ESTRENAR
400168,cYzRQBMFyeNfxR2PC5k/mQ==,2021-02-13,2021-03-06,2021-02-13,-34.6035955,-58.4949839,Capital Federal,Villa del Parque,,,,Venta,Departamento,1.0,,39.0,35.0,72000.0,USD,Monoambiente a estrenar - Villa del Parque - Venta
250773,UV5nNpoU/a7IqbOq0eFAXQ==,2021-11-07,2022-01-27,2021-11-07,-34.6231413,-58.4593167,Capital Federal,Flores,,,,Venta,PH,4.0,3.0,278.0,153.0,250000.0,USD,Boyacá y Avellaneda - PH - En venta - Flores
350122,an5aMUes+qReKGTD/9YRHw==,2021-04-16,2021-05-28,2021-04-16,-34.6198673,-58.3846744,Capital Federal,Monserrat,,,,Venta,PH,4.0,3.0,119.0,100.0,75000.0,USD,PH 4 Ambientes- Monserrat
106933,Q5CUxCjQ5JU1alDA2J6k0w==,2021-03-11,2021-06-05,2021-03-11,-34.6247895,-58.4375729,Capital Federal,Caballito,,,,Venta,Departamento,3.0,2.0,49.0,45.0,95000.0,USD,Departamento - Caballito
276051,8t6uhevO07mdUJZDJ+gWYQ==,2021-12-23,2022-02-09,2021-12-23,-34.6012332,-58.5046134,Capital Federal,Villa Devoto,,,,Venta,PH,3.0,1.0,59.0,52.0,84900.0,USD,"VENTA PH 2 AMBIENTES+DEPENDENCIA, BALCÓN, DEVOTO"
257611,TlwxBZwjvg8qScgC6YlNMQ==,2021-11-03,2022-02-02,2021-11-03,-34.5838488,-58.4466342,Capital Federal,Colegiales,,,,Venta,Departamento,3.0,2.0,76.0,66.0,216000.0,USD,1 - Arenal Concepcion 3500
202913,hq3SKN2giVR1e3WRAxz/Bg==,2021-07-24,2021-07-31,2021-07-24,-34.5685546,-58.453536,Capital Federal,Belgrano,,,,Venta,Departamento,2.0,1.0,41.0,39.0,99000.0,USD,Vta Belgrano 2 amb con cochera  OPORTUNIDAD!
240476,/EqPYwbz7CmErNsiRi9cMQ==,2021-05-21,2021-05-21,2021-05-21,-34.624883,-58.50857,Capital Federal,Monte Castro,,,,Venta,Departamento,2.0,1.0,46.0,38.0,99000.0,USD,Venta departamento 2 amb a estrenar Monte Castro
178014,cDN0Czb/eStO1/x3k/Y1IA==,2021-03-23,2021-04-01,2021-03-23,-34.5626794509,-58.4546041489,Capital Federal,Belgrano,,,,Venta,Departamento,4.0,3.0,116.0,106.0,280000.0,USD,"Departamento en torre 4 amb, Belgrano , 2 cocheras"
94128,0xtYHNoE6FMJlaXsxTYiTA==,2021-09-24,2022-02-09,2021-09-24,-34.542736,-58.468587,Capital Federal,Nuñez,,,,Venta,Departamento,2.0,1.0,50.0,46.0,127862.0,USD,POZO OBRA - 2 AMBIENTES - COCHERA OPCIONAL - NUÑEZ
388608,iW/BB4Xjt2ep5y3XxBjWzA==,2021-10-12,2022-06-08,2021-10-12,-34.606887,-58.3925651,Capital Federal,Congreso,,,,Venta,Departamento,2.0,1.0,42.0,42.0,66900.0,USD,2Amb en Venta - Congreso
174391,VuUkyHnOIxZItHzTr51ecQ==,2021-05-11,2021-06-18,2021-05-11,-34.6122574,-58.3851639,Capital Federal,Monserrat,,,,Venta,Departamento,3.0,2.0,71.0,71.0,77000.0,USD,Departamento 3 ambientes en Monserrat
244834,FDAYmt20E4PX26oukRTa0g==,2021-10-22,2022-01-27,2021-10-22,-34.570863,-58.4813547,Capital Federal,Villa Urquiza,,,,Venta,Departamento,3.0,2.0,57.0,57.0,133000.0,USD,Departamento - Villa Urquiza
38442,HWLizJIkiF+5lTl2BqqCaw==,2021-07-05,2021-10-21,2021-07-05,-34.5893168,-58.3889302,Capital Federal,Barrio Norte,,,,Venta,Departamento,1.0,1.0,27.0,27.0,98000.0,USD,Quintana al 400 Monoambiente Ideal Airvnv 27 m2 monoambinte
66427,kIlazKFL5TE/qhhDg+OuJw==,2021-11-24,2022-01-27,2021-11-24,-34.6162779,-58.4653583,Capital Federal,Flores,,,,Venta,Departamento,2.0,1.0,49.0,48.0,77000.0,USD,Departamento - Flores Norte
449014,VpVlgS3d8ynIna10pNcGGQ==,2021-12-16,2022-02-09,2021-12-16,-34.6270716,-58.4610542,Capital Federal,Flores,,,,Venta,Departamento,3.0,2.0,55.0,53.0,93500.0,USD,Departamento en venta FLORES 3 Ambientes 
186312,xmwTnj4K4qY7EtptNSo+2g==,2021-08-07,2022-02-03,2021-08-07,-34.584161,-58.4494918,Capital Federal,Chacarita,,,,Venta,Departamento,4.0,3.0,71.0,62.0,175000.0,USD,Departamento - Chacarita
454912,SmJfEhCCzCaA87AEg+mbBw==,2021-12-16,2022-03-25,2021-12-16,-34.5906825138,-58.5073471069,Capital Federal,Villa Devoto,,,,Venta,Departamento,3.0,2.0,100.0,90.0,159990.0,USD,DEPARTAMENTO EN DUPLEX 3 AMBIENTES VENTA V. DEVOTO
87774,Xb7a41nit9UMX+LfwnDz2g==,2021-11-11,2022-01-27,2021-11-11,-34.5724063,-58.4308553,Capital Federal,Palermo,,,,Venta,Departamento,5.0,3.0,152.0,131.0,540000.0,USD,Departamento - Las Cañitas
82228,xW4dkidBxBH7wPTVPOQZcg==,2021-03-12,2021-06-05,2021-03-12,-34.5901695,-58.4072106,Capital Federal,Recoleta,,,,Venta,Departamento,4.0,3.0,110.0,102.0,275000.0,USD,Departamento - Recoleta
258323,x6j9UlvBO7qPMMTCglZ6Tw==,2021-11-03,2021-11-30,2021-11-03,-34.61125,-58.360528,Capital Federal,Puerto Madero,,,,Venta,Departamento,2.0,1.0,80.0,80.0,355000.0,USD,Departamento - Puerto Madero
182122,EHaUG9Vi9rriUY/jMTv2lA==,2021-08-06,2021-12-12,2021-08-06,-34.5921520022,-58.3923937122,Capital Federal,Recoleta,,,,Venta,Departamento,7.0,4.0,201.0,179.0,700000.0,USD,Departamento - Recoleta
254930,8rRxvVas+g15a+lpT+NG7w==,2021-08-20,2022-03-29,2021-08-20,-34.6013601664,-58.4375958525,Capital Federal,Parque Centenario,,,,Venta,Departamento,1.0,,33.0,29.0,69500.0,USD,Departamento de 1 ambiente en Venta en Parque centenario
105373,sZ+6f+tUHR6szIy6K1J/GA==,2021-09-10,2021-09-26,2021-09-10,-34.5931753572,-58.4033780933,Capital Federal,Recoleta,,,,Venta,Departamento,3.0,2.0,57.0,57.0,143000.0,USD,VENTA 3 AMBIENTES EN BARRIO NORTE - BAULERA
433851,qfIneR0ikqZu49KaIbWgnA==,2021-05-04,2021-07-19,2021-05-04,-34.5704478,-58.4318707,Capital Federal,Palermo,,,,Venta,Departamento,1.0,,31.0,28.0,79000.0,USD,VENTA DEPARTAMENTO MONOAMBIENTE LAS CAÑITAS
307880,J4JZqmN5yV0dc1EEjc/tJg==,2021-01-28,2021-03-18,2021-01-28,-34.5628927,-58.4651429,Capital Federal,Belgrano,,,,Venta,Departamento,1.0,1.0,41.0,31.0,88000.0,USD,Departamento Monoambiente en Belgrano R
443900,V5KFVn3uKdKEhNk7EHoukA==,2021-11-09,2021-12-27,2021-11-09,-34.6098208,-58.3926061,Capital Federal,Congreso,,,,Venta,Departamento,1.0,,25.0,25.0,56000.0,USD,Departamento venta
149701,CRNsOpw05K0DEmfgZ0LLmA==,2021-05-12,2021-06-05,2021-05-12,-34.5977766661,-58.4421653905,Capital Federal,Villa Crespo,,,,Venta,Departamento,1.0,,28.0,26.0,89000.0,USD,Departamento  1 Ambiente con Cochera - Apto Profesional - Villa Crespo - Balcón - Piscina - Parrillas -Gym -Seguridad
330822,KFexIcY8bAKf+6IsJltlVw==,2021-01-15,2021-01-28,2021-01-15,-34.580352,-58.4100512,Capital Federal,Palermo,,,,Venta,Departamento,4.0,3.0,,136.0,440000.0,USD,Departamento en Palermo
133447,qoiOyknQWWiWjLIomEfQUA==,2021-02-18,2021-03-02,2021-02-18,-34.5662059,-58.4447662,Capital Federal,Belgrano,,,,Venta,Departamento,5.0,3.0,562.0,320.0,2500000.0,USD,RETASADO VENTA ÚNICO DUPLEX CON JARDÍN Y 2 PILETAS DE NATACION (externa e interna) 562 m2
310906,fFwgMqRkg0V8E7UNJVJKVw==,2021-09-01,2021-09-02,2021-09-01,-34.5807667,-58.4957238,Capital Federal,Villa Pueyrredón,,,,Venta,Departamento,1.0,1.0,46.0,42.0,84000.0,USD,1 amb divisible Villa Pueyrredon a estrenar
94237,hzSpowli9743oRp9RM/CtA==,2021-09-24,2022-02-18,2021-09-24,,,Capital Federal,Palermo,,,,Venta,Departamento,3.0,2.0,56.0,53.0,135000.0,USD,Departamento - Palermo
170186,DV4rQJamHBckevv/j6EoJg==,2021-07-28,2022-02-09,2021-07-28,-34.5658643,-58.4513984,Capital Federal,Belgrano,,,,Venta,Departamento,3.0,2.0,59.0,59.0,130000.0,USD,VENTA DEPARTAMENTO 3 AMB LUMINOSO EN BELGRANO
94816,SmzEJKllRVdNFCEP2BnzYA==,2021-09-24,2021-12-17,2021-09-24,-34.621638,-58.383043,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,1.0,25.0,25.0,34000.0,USD,Departamento 1 Ambiente - Monserrat
17587,9Mm1vTV+2SXv2NUrcSJJXQ==,2021-08-28,2022-02-09,2021-08-28,-34.6157247,-58.3895456,Capital Federal,Monserrat,,,,Venta,Departamento,1.0,,47.0,43.0,63750.0,USD,"IDEAL INVERSOR, MONSERRAT. MONO-AMB. MEXICO 1640"
277607,MHCu8dzVOdSFg+mu+CkM6Q==,2021-12-23,2022-01-19,2021-12-23,-34.5791466,-58.4504448,Capital Federal,Colegiales,,,,Venta,Departamento,2.0,1.0,57.0,46.0,179000.0,USD,ENTREGA INMEDIATA 2 AMB COCHERA BALCON Y PARRILLA PROPIA  - DESTINO 3335
316917,aOVZVKpxUYZF46w5DtMsDQ==,2021-09-29,2021-11-04,2021-09-29,-34.6188549414,-58.4328260677,Capital Federal,Caballito,,,,Venta,Departamento,5.0,4.0,218.0,203.0,480000.0,USD,Gran piso de 5 amb con cochera más baulera luminoso
